JARVIS-ID,Spg.number,Spg.Symbol,Composition,Spillage,SO_dir,SO_indir,NSO_di,NSO_indir,Dimesniolity ,mpid,Type,?1,?2,?3,?4,?5,?6,Indirgap QE(eV),Dirgap QE (eV),Dirgap WT (eV),Indirgap WT (eV),Dirgap WT-dense (eV)
JVASP-35763,216,F-43m,GaBi,1.282,0,-0.943,0,-0.433,3D,,,,,,,,,,,,,
JVASP-16547,2,P-1,KHg,0.732,0.107,-0.941,0.028,-0.968,3D,,,,,,,,,,,,,
JVASP-35508,123,P4/mmm,TlAsPt5,2.256,0.028,-0.94,0,-1.001,3D,,,,,,,,,,,,,
JVASP-54353,58,Pnnm,RuN2,0.447,0.039,-0.94,0.009,-0.923,3D,,,,,,,,,,,,,
JVASP-15455,225,Fm-3m,HfNi2Sn,0.052,0.029,-0.94,0.043,-0.941,3D,,,,,,,,,,,,,
JVASP-38846,225,Fm-3m,ZrCdRh2,0.148,0,-0.938,0,-0.937,3D,,,,,,,,,,,,,
JVASP-17255,121,I-42m,Cu2GeSe4,1.035,0.001,-0.937,0,-0.964,3D,,,,,,,,,,,,,
JVASP-23517,194,P6_3/mmc,YZnSn,0.112,0.003,-0.937,0,-0.94,3D,,,,,,,,,,,,,
JVASP-18862,186,P6_3mc,HoAgPb,1.587,0.025,-0.936,0,-1.019,3D,,,,,,,,,,,,,
JVASP-40974,225,Fm-3m,Pm2RuPd,0.675,0.009,-0.936,0,-0.976,3D,,,,,,,,,,,,,
JVASP-35448,123,P4/mmm,GaPPt5,2.231,0.039,-0.935,0,-1.048,3D,,,,,,,,,,,,,
JVASP-35013,194,P6_3/mmc,NdTlCd,0.85,0.018,-0.935,0,-1.154,3D,,,,,,,,,,,,,
JVASP-41124,225,Fm-3m,AcHg2,0.488,0.004,-0.935,0,-1.259,3D,,,,,,,,,,,,,
JVASP-40838,216,F-43m,NbGeRh,0.101,0.006,-0.935,0,-0.959,3D,,,,,,,,,,,,,
JVASP-56571,187,P-6m2,Ba5Al5Sn,0.06,0,-0.934,0,-0.701,3D,,,,,,,,,,,,,
JVASP-12980,198,P2_13,BiTePd,0.804,0,-0.933,0,-1.121,3D,,,,,,,,,,,,,
JVASP-40457,225,Fm-3m,ThPbAu2,0.827,0,-0.932,0,-1.303,3D,,,,,,,,,,,,,
JVASP-17254,121,I-42m,Cu2SnSe4,0.706,0.002,-0.932,0,-0.888,3D,,,,,,,,,,,,,
JVASP-30485,63,Cmcm,Mg2As,0.007,0.028,-0.932,0,-0.969,2D,,,,,,,,,,,,,
JVASP-36163,225,Fm-3m,CrInNi2,0.995,0,-0.931,0.001,-0.463,3D,,,,,,,,,,,,,
JVASP-38245,225,Fm-3m,Rb3Hg,0.437,0.035,-0.931,0,-0.484,3D,,,,,,,,,,,,,
JVASP-21076,227,Fd-3m,LiTi2O4,0.431,0.01,-0.931,0,-1.201,3D,,,,,,,,,,,,,
JVASP-18175,194,P6_3/mmc,V3Sn,0.371,0,-0.931,0,-0.94,3D,,,,,,,,,,,,,
JVASP-39117,225,Fm-3m,Sc2GaIr,0.997,0.034,-0.93,0,-1.018,3D,,,,,,,,,,,,,
JVASP-17726,225,Fm-3m,LaInCu2,0.757,0.089,-0.93,0,-0.992,3D,,,,,,,,,,,,,
JVASP-11111,194,P6_3/mmc,TbZnSn,0.267,0.022,-0.93,0,-0.937,3D,,,,,,,,,,,,,
JVASP-35408,123,P4/mmm,IsPt5,2.214,0.027,-0.927,0,-1.025,3D,,,,,,,,,,,,,
JVASP-35935,164,P-3m1,Li3SmBi2,0.756,0.022,-0.927,0.554,-0.428,3D,,,,,,,,,,,,,
JVASP-13805,12,C2/m,Ag(TeMo)6,0.242,0,-0.927,0.104,0.028,2D,,,,,,,,,,,,,
JVASP-37901,221,Pm-3m,Dy3Ga,0.079,0.001,-0.926,0,-1.024,3D,,,,,,,,,,,,,
JVASP-37125,225,Fm-3m,Pd3N,1.044,0,-0.924,0,-0.22,3D,,,,,,,,,,,,,
JVASP-31723,25,Pmm2,NbW3Se8,0.251,0,-0.924,0.029,-0.571,3D,,,,,,,,,,,,,
JVASP-51513,216,F-43m,ZrInNi4,1.292,0.001,-0.923,0,-0.375,3D,,,,,,,,,,,,,
JVASP-19954,225,Fm-3m,SmAs,0.517,0.041,-0.923,0,-0.935,3D,,,,,,,,,,,,,
JVASP-19862,227,Fd-3m,CaPt2,1.968,0.007,-0.922,0,-1.016,3D,,,,,,,,,,,,,
JVASP-40041,225,Fm-3m,YInRh2,0.422,0.002,-0.922,0,-1.027,3D,,,,,,,,,,,,,
JVASP-20084,140,I4/mcm,BW2,0.949,0,-0.92,0,-0.987,3D,,,,,,,,,,,,,
JVASP-16885,221,Pm-3m,ScN,0.188,0.017,-0.92,0,-0.922,3D,,,,,,,,,,,,,
JVASP-23544,217,I-43m,3(GePt)4,0.974,0,-0.919,0,-0.844,3D,,,,,,,,,,,,,
JVASP-18171,186,P6_3mc,DyCuSn,0.086,0.016,-0.919,0.01,-0.931,3D,,,,,,,,,,,,,
JVASP-38252,225,Fm-3m,Rb3Ba,0.425,0,-0.918,0,-0.942,3D,,,,,,,,,,,,,
JVASP-20798,127,P4/mbm,DyB4,0.082,0.006,-0.918,0,-0.894,3D,,,,,,,,,,,,,
JVASP-28368,164,P-3m1,ZrTe2,1.248,0.003,-0.917,0.186,-0.679,2D,,,,,,,,,,,,,
JVASP-39370,225,Fm-3m,Lu2TlHg,0.494,0,-0.917,0,-0.492,3D,,,,,,,,,,,,,
JVASP-38494,225,Fm-3m,PrErZn2,0.259,0.004,-0.917,0,-0.884,3D,,,,,,,,,,,,,
JVASP-14057,189,P-62m,Yb3Si5,0.218,0,-0.917,0,-0.921,3D,,,,,,,,,,,,,
JVASP-18921,225,Fm-3m,TbP,0.126,0.019,-0.917,0.039,-0.933,3D,,,,,,,,,,,,,
JVASP-37532,225,Fm-3m,TmLuTl2,0.485,0,-0.915,0,-1.204,3D,,,,,,,,,,,,,
JVASP-18897,216,F-43m,ZgAs,0.116,0,-0.915,0,-0.853,3D,,,,,,,,,,,,,
JVASP-17559,129,P4/nmm,YCuSb2,0.991,0.043,-0.914,0,-1.01,3D,,,,,,,,,,,,,
JVASP-56542,127,P4/mbm,Dy2MgSi2,0.092,0.014,-0.914,0,-0.923,3D,,,,,,,,,,,,,
JVASP-8450,129,P4/nmm,DyCuSb2,1.82,0.039,-0.913,0,-1.053,3D,,,,,,,,,,,,,
JVASP-15997,198,P2_13,ReSi,1.15,0,-0.912,0,-0.991,3D,,,,,,,,,,,,,
JVASP-39139,225,Fm-3m,HoErAl2,0.056,0.008,-0.912,0,-0.88,3D,,,,,,,,,,,,,
JVASP-21893,63,Cmcm,HfSb,0.453,0,-0.91,0,-0.936,3D,,,,,,,,,,,,,
JVASP-37452,225,Fm-3m,YHoAl2,0.027,0.002,-0.91,0,-0.894,3D,,,,,,,,,,,,,
JVASP-54483,189,P-62m,Ta9(FeS3)2,2.705,0,-0.909,0,-0.888,3D,,,,,,,,,,,,,
JVASP-17998,186,P6_3mc,DyAgSn,0.12,0.043,-0.909,0.003,-0.923,3D,,,,,,,,,,,,,
JVASP-16772,186,P6_3mc,ErGeAu,0.261,0.068,-0.907,0.039,-0.919,3D,,,,,,,,,,,,,
JVASP-31698,38,Amm2,NbW3Se8,0.11,0.154,-0.907,0.093,-0.484,3D,,,,,,,,,,,,,
JVASP-40814,216,F-43m,ZrAgB,0.064,0.038,-0.907,0,-0.917,3D,,,,,,,,,,,,,
JVASP-29381,12,C2/m,Bi2SeO2,2.101,0.012,-0.904,0.051,-1.221,2D,,,,,,,,,,,,,
JVASP-42050,225,Fm-3m,Er2ZnIn,0.464,0,-0.904,0,-0.251,3D,,,,,,,,,,,,,
JVASP-41358,225,Fm-3m,HfBeRh2,0.836,0.008,-0.903,0,-0.963,3D,,,,,,,,,,,,,
JVASP-40024,225,Fm-3m,TiGaIr2,0.493,0,-0.903,0.023,-0.07,3D,,,,,,,,,,,,,
JVASP-14558,63,Cmcm,CaSn,0.036,0.132,-0.902,0.125,-0.895,3D,,,,,,,,,,,,,
JVASP-16227,63,Cmcm,YSi,0.004,0,-0.902,0,-0.912,3D,,,,,,,,,,,,,
JVASP-41933,225,Fm-3m,BeRu2W,1.023,0.099,-0.901,0,-0.98,3D,,,,,,,,,,,,,
JVASP-14593,229,Im-3m,Pu,2.01,0.013,-0.9,0,-1.206,3D,,,,,,,,,,,,,
JVASP-25130,229,Im-3m,Pu,2.01,0.013,-0.9,0,-1.206,3D,,,,,,,,,,,,,
JVASP-16327,193,P6_3/mcm,Ba3N,0.157,0,-0.9,0,-0.905,3D,,,,,,,,,,,,,
JVASP-29717,62,Pnma,Bi3Rh,3.312,0.03,-0.899,0.005,-1.091,2D,,,,,,,,,,,,,
JVASP-38860,225,Fm-3m,ErLuMg2,0.844,0.001,-0.899,0,-0.97,3D,,,,,,,,,,,,,
JVASP-39121,225,Fm-3m,Sc2AlCd,0.425,0,-0.899,0,-0.505,3D,,,,,,,,,,,,,
JVASP-39035,225,Fm-3m,SmTmRh2,0.196,0.004,-0.896,0,-0.832,3D,,,,,,,,,,,,,
JVASP-41714,225,Fm-3m,LiTmIn2,0.061,0.016,-0.896,0,-0.951,3D,,,,,,,,,,,,,
JVASP-41711,225,Fm-3m,CaZrRh2,0.057,0.028,-0.896,0,-0.915,3D,,,,,,,,,,,,,
JVASP-19627,164,P-3m1,Ti2O,0.056,0.01,-0.896,0,-0.915,3D,,,,,,,,,,,,,
JVASP-27058,186,P6_3mc,DyAgPb,1.65,0.054,-0.895,0,-0.985,3D,,,,,,,,,,,,,
JVASP-37765,194,P6_3/mmc,3Rh,0.339,0.049,-0.892,0.005,-0.932,3D,,,,,,,,,,,,,
JVASP-15646,139,I4/mmm,ErZrSb,0.485,0.008,-0.891,0.001,-0.854,3D,,,,,,,,,,,,,
JVASP-15030,136,P4_2/mnm,IrO2,0.707,0.002,-0.89,0,-1.26,3D,,,,,,,,,,,,,
JVASP-19757,227,Fd-3m,SrPd2,0.049,0,-0.889,0,-0.931,3D,,,,,,,,,,,,,
JVASP-19846,221,Pm-3m,GaNi3,0.573,0.002,-0.887,0.001,-0.636,3D,,,,,,,,,,,,,
JVASP-41895,225,Fm-3m,GaCuRh2,0.195,0.003,-0.887,0,-0.908,3D,,,,,,,,,,,,,
JVASP-38168,225,Fm-3m,NdErZn2,0.281,0.002,-0.886,0,-0.855,3D,,,,,,,,,,,,,
JVASP-41125,225,Fm-3m,HfZnNi2,0.763,0.006,-0.884,0,-0.996,3D,,,,,,,,,,,,,
JVASP-23442,55,Pbam,Si3Rh5,0.455,0,-0.884,0,-0.895,3D,,,,,,,,,,,,,
JVASP-37459,225,Fm-3m,YDyRh2,0.105,0.039,-0.884,0,-0.858,3D,,,,,,,,,,,,,
JVASP-39344,225,Fm-3m,LiHoPd2,0.638,0.003,-0.882,0,-1.027,3D,,,,,,,,,,,,,
JVASP-39248,225,Fm-3m,Lu2TcAu,0.535,0.002,-0.882,0,-0.873,3D,,,,,,,,,,,,,
JVASP-42097,225,Fm-3m,AcAgHg2,0.585,0,-0.881,0,-0.989,3D,,,,,,,,,,,,,
JVASP-37264,225,Fm-3m,SmErRh2,0.201,0.007,-0.881,0,-0.815,3D,,,,,,,,,,,,,
JVASP-41749,225,Fm-3m,DyInRh2,1.112,0.005,-0.88,0,-0.998,3D,,,,,,,,,,,,,
JVASP-37568,225,Fm-3m,YErRh2,0.124,0.037,-0.88,0,-0.892,3D,,,,,,,,,,,,,
JVASP-41402,225,Fm-3m,Dy2RuPd,0.185,0.002,-0.879,0,-0.894,3D,,,,,,,,,,,,,
JVASP-17274,139,I4/mmm,Ca(ZnGe)2,0.008,0.021,-0.879,0,-0.919,3D,,,,,,,,,,,,,
JVASP-40253,225,Fm-3m,SmZn2Ag,0.808,0.042,-0.878,0,-0.936,3D,,,,,,,,,,,,,
JVASP-40044,225,Fm-3m,Y2RuPd,0.15,0.009,-0.878,0,-0.867,3D,,,,,,,,,,,,,
JVASP-7936,129,P4/nmm,NdCuSb2,0.689,0.012,-0.877,0,-1.099,3D,,,,,,,,,,,,,
JVASP-54786,229,Im-3m,NiHg4,0.978,0.024,-0.875,0.009,-0.699,3D,,,,,,,,,,,,,
JVASP-14856,221,Pm-3m,YRh,0.055,0.057,-0.875,0,-0.865,3D,,,,,,,,,,,,,
JVASP-37362,123,P4/mmm,TmPa3,1.34,0,-0.871,0,-1.042,3D,,,,,,,,,,,,,
JVASP-41701,225,Fm-3m,ThCdRh2,0.842,0,-0.871,0,-0.899,3D,,,,,,,,,,,,,
JVASP-37323,225,Fm-3m,TbYRh2,0.117,0.041,-0.871,0,-0.84,3D,,,,,,,,,,,,,
JVASP-54573,221,Pm-3m,Ti3Ag,0.603,0,-0.87,0,-0.507,3D,,,,,,,,,,,,,
JVASP-37234,225,Fm-3m,Sm2AlCd,0.141,0,-0.87,0,-0.405,3D,,,,,,,,,,,,,
JVASP-17777,187,P-6m2,NbInS2,0.03,0.002,-0.87,0.053,-0.838,3D,,,,,,,,,,,,,
JVASP-17525,129,P4/nmm,PrCuSb2,0.643,0.013,-0.868,0,-1.108,3D,,,,,,,,,,,,,
JVASP-36215,216,F-43m,WC,0.284,0,-0.867,0,-1.227,3D,,,,,,,,,,,,,
JVASP-14580,140,I4/mcm,BMo2,0.521,0,-0.866,0,-0.915,3D,,,,,,,,,,,,,
JVASP-51558,123,P4/mmm,InCuPt2,2.146,0.038,-0.863,0,-1.069,3D,,,,,,,,,,,,,
JVASP-19734,63,Cmcm,HgTe,2.074,0,-0.862,0.003,-0.935,3D,,,,,,,,,,,,,
JVASP-4349,63,Cmcm,HgTe,2.074,0,-0.862,0.003,-0.935,3D,,,,,,,,,,,,,
JVASP-19645,191,P6/mmm,SrPd5,1.575,0.016,-0.862,0,-0.815,3D,,,,,,,,,,,,,
JVASP-15910,216,F-43m,LiMgSbPd,0.699,0,-0.862,0,-0.743,3D,,,,,,,,,,,,,
JVASP-40455,225,Fm-3m,ThCdAg2,0.645,0.013,-0.861,0,-0.937,3D,,,,,,,,,,,,,
JVASP-18580,221,Pm-3m,Y3Al,0.428,0,-0.861,0,-0.974,3D,,,,,,,,,,,,,
JVASP-51142,216,F-43m,OsSe2,2.091,0.001,-0.86,0,-0.699,3D,,,,,,,,,,,,,
JVASP-14243,164,P-3m1,Rb2Hg7,0.149,0.01,-0.859,0,-1.03,3D,,,,,,,,,,,,,
JVASP-15228,225,Fm-3m,NbGaNi2,0.033,0.019,-0.858,0.004,-0.861,3D,,,,,,,,,,,,,
JVASP-18311,225,Fm-3m,SmBi,1.391,0.073,-0.856,0,-1.308,3D,,,,,,,,,,,,,
JVASP-40883,225,Fm-3m,PmZn2Ag,0.75,0.035,-0.856,0,-0.908,3D,,,,,,,,,,,,,
JVASP-11005,62,Pnma,MgPd2,0.642,0.012,-0.855,0.002,-0.865,3D,,,,,,,,,,,,,
JVASP-15848,194,P6_3/mmc,ScTe,0.027,0.001,-0.854,0,-0.855,3D,,,,,,,,,,,,,
JVASP-17212,186,P6_3mc,ErSu,0.51,0.004,-0.853,0,-0.886,3D,,,,,,,,,,,,,
JVASP-37002,161,R3c,TlNiO3,0.486,0.003,-0.853,0,-1.137,3D,,,,,,,,,,,,,
JVASP-15451,225,Fm-3m,NbAlNi2,0.028,0.02,-0.852,0.033,-0.848,3D,,,,,,,,,,,,,
JVASP-16880,187,P-6m2,HfGaAu,0.702,0.291,-0.851,0.536,-0.85,3D,,,,,,,,,,,,,
JVASP-54631,189,P-62m,CaCdPb,1.629,0,-0.85,0.039,-0.613,3D,,,,,,,,,,,,,
JVASP-35491,82,I-4,In2AgSe4,0.667,0,-0.85,0,-0.754,3D,,,,,,,,,,,,,
JVASP-17506,221,Pm-3m,Nd3PbN,1.951,0.004,-0.849,0,-1.003,3D,,,,,,,,,,,,,
JVASP-36414,225,Fm-3m,Be2Si,0.002,0.014,-0.849,0.013,-0.851,3D,,,,,,,,,,,,,
JVASP-41403,225,Fm-3m,YbThRh2,1.075,0.01,-0.848,0,-0.843,3D,,,,,,,,,,,,,
JVASP-19852,136,P4_2/mnm,RuO2,0.439,0.096,-0.848,0.016,-0.859,3D,,,,,,,,,,,,,
JVASP-15863,194,P6_3/mmc,TiAs,0.036,0,-0.847,0,-0.853,3D,,,,,,,,,,,,,
JVASP-18913,123,P4/mmm,HgPt,0.709,0.092,-0.845,0,-1.099,3D,,,,,,,,,,,,,
JVASP-19815,227,Fd-3m,ThMg2,0.365,0,-0.845,0,-1.044,3D,,,,,,,,,,,,,
JVASP-35937,164,P-3m1,Li3YBi2,0.707,0.05,-0.844,0.524,-0.371,3D,,,,,,,,,,,,,
JVASP-17540,225,Fm-3m,ZrNi2Sn,0.025,0.019,-0.841,0.031,-0.838,3D,,,,,,,,,,,,,
JVASP-19935,225,Fm-3m,YP,0.002,0.211,-0.841,0.264,-0.808,3D,,,,,,,,,,,,,
JVASP-40108,225,Fm-3m,CaThRh2,0.811,0.003,-0.838,0,-0.829,3D,,,,,,,,,,,,,
JVASP-8678,139,I4/mmm,Ba(P2Pd)2,0.08,0.034,-0.836,0,-0.839,3D,,,,,,,,,,,,,
JVASP-16454,223,Pm-3n,Zr3Au,1.137,0,-0.835,0,-0.908,3D,,,,,,,,,,,,,
JVASP-35289,216,F-43m,TbInPt4,0.613,0,-0.834,0,-0.883,3D,,,,,,,,,,,,,
JVASP-31641,189,P-62m,Sn5(BRh3)2,0.147,0.001,-0.833,0.001,-0.842,3D,,,,,,,,,,,,,
JVASP-20322,127,P4/mbm,YB4,0.008,0.009,-0.833,0,-0.826,3D,,,,,,,,,,,,,
JVASP-58398,137,P4_2/nmc,Er(BRh)4,0.386,0,-0.832,0,-0.87,3D,,,,,,,,,,,,,
JVASP-37226,221,Pm-3m,SmPa3,1.012,0.004,-0.831,0,-1.051,3D,,,,,,,,,,,,,
JVASP-16322,221,Pm-3m,TmRh3C,0.804,0,-0.83,0,-1.074,3D,,,,,,,,,,,,,
JVASP-41886,225,Fm-3m,Sc2TcAu,0.461,0.008,-0.83,0,-0.853,3D,,,,,,,,,,,,,
JVASP-37596,225,Fm-3m,YTmMg2,0.337,0,-0.829,0,-0.89,3D,,,,,,,,,,,,,
JVASP-37242,225,Fm-3m,SmMg2Sc,0.112,0,-0.828,0,-0.836,3D,,,,,,,,,,,,,
JVASP-21109,137,P4_2/nmc,Y(BRh)4,0.271,0,-0.827,0,-0.851,3D,,,,,,,,,,,,,
JVASP-42065,225,Fm-3m,PaInPt2,0.431,0.002,-0.826,0,-0.971,3D,,,,,,,,,,,,,
JVASP-38229,221,Pm-3m,Rb3Li,0.005,0,-0.826,0,-0.848,3D,,,,,,,,,,,,,
JVASP-45671,31,Pmn2_1,PrZn(BiO3)2,0.159,0,-0.825,0,-0.85,3D,,,,,,,,,,,,,
JVASP-18097,189,P-62m,NbCrGe,0.471,0.006,-0.823,0,-0.609,3D,,,,,,,,,,,,,
JVASP-39145,164,P-3m1,LiSm(CuP)2,0.013,0.015,-0.822,0.021,-0.818,3D,,,,,,,,,,,,,
JVASP-16119,139,I4/mmm,Np(SiOs)2,2.45,0.017,-0.82,0,-0.649,3D,,,,,,,,,,,,,
JVASP-20592,227,Fd-3m,LuNi2,1.242,0.001,-0.819,0,-0.838,3D,,,,,,,,,,,,,
JVASP-20403,227,Fd-3m,LuNi2,1.234,0.001,-0.819,0,-0.838,3D,,,,,,,,,,,,,
JVASP-39115,194,P6_3/mmc,ScAu3,2.293,0.012,-0.818,0,-0.851,3D,,,,,,,,,,,,,
JVASP-17367,164,P-3m1,Hf(CuP)2,2.029,0.003,-0.817,0,-0.763,3D,,,,,,,,,,,,,
JVASP-41879,225,Fm-3m,Sc2RuPt,2.029,0.013,-0.817,0,-0.889,3D,,,,,,,,,,,,,
JVASP-23739,127,P4/mbm,Zr2InCo2,0.312,0.002,-0.817,0,-0.843,3D,,,,,,,,,,,,,
JVASP-40635,127,P4/mbm,Sm2MgGe2,0.064,0.015,-0.817,0,-0.835,3D,,,,,,,,,,,,,
JVASP-37456,225,Fm-3m,VCuRh2,0.281,0,-0.815,0,-0.87,3D,,,,,,,,,,,,,
JVASP-18903,123,P4/mmm,BaBi2O5,0.088,0.016,-0.815,0,-0.827,3D,,,,,,,,,,,,,
JVASP-39423,225,Fm-3m,LiDyIn2,0.059,0.019,-0.815,0,-0.893,3D,,,,,,,,,,,,,
JVASP-21680,127,P4/mbm,Ca3Hg2,0.889,0.01,-0.813,0.04,-0.967,3D,,,,,,,,,,,,,
JVASP-38456,225,Fm-3m,PrLuIn2,0.081,0,-0.813,0,-0.904,3D,,,,,,,,,,,,,
JVASP-16839,227,Fd-3m,Se,0.386,0.208,-0.812,0,-1.053,3D,,,,,,,,,,,,,
JVASP-25090,227,Fd-3m,Se,0.386,0.208,-0.812,0,-1.053,3D,,,,,,,,,,,,,
JVASP-37717,225,Fm-3m,HoTmMg2,1.415,0.003,-0.811,0,-0.9,3D,,,,,,,,,,,,,
JVASP-9467,123,P4/mmm,Ba2YTlNi2O7,0.377,0.014,-0.811,0.008,-0.594,3D,,,,,,,,,,,,,
JVASP-37522,225,Fm-3m,TbPmRh2,0.281,0.006,-0.811,0,-0.745,3D,,,,,,,,,,,,,
JVASP-14939,221,Pm-3m,Ti3Hg,0.079,0.004,-0.81,0,-0.825,3D,,,,,,,,,,,,,
JVASP-40868,225,Fm-3m,PmSbPd2,2.043,0,-0.809,0,-0.821,3D,,,,,,,,,,,,,
JVASP-25059,191,P6/mmm,Hf,0.501,0.036,-0.809,0.001,-0.993,3D,,,,,,,,,,,,,
JVASP-14976,225,Fm-3m,NdAs,0.447,0.037,-0.809,0,-0.815,3D,,,,,,,,,,,,,
JVASP-40514,225,Fm-3m,ScNbOs2,0.273,0.003,-0.809,0,-0.897,3D,,,,,,,,,,,,,
JVASP-19876,194,P6_3/mmc,Er2In,0.218,0.001,-0.808,0,-0.854,3D,,,,,,,,,,,,,
JVASP-40007,225,Fm-3m,Tm2RuPt,0.221,0.094,-0.807,0,-0.834,3D,,,,,,,,,,,,,
JVASP-16767,123,P4/mmm,AlCuPt2,0.599,0.028,-0.806,0,-1.138,3D,,,,,,,,,,,,,
JVASP-7657,227,Fd-3m,HfV2,1.501,0.005,-0.805,0,-0.724,3D,,,,,,,,,,,,,
JVASP-17257,121,I-42m,Cu2GeS4,0.445,0.005,-0.805,0,-0.825,3D,,,,,,,,,,,,,
JVASP-37518,225,Fm-3m,YErMg2,1.612,0.012,-0.803,0,-0.872,3D,,,,,,,,,,,,,
JVASP-41463,225,Fm-3m,Tm2CdIn,0.891,0,-0.803,0,-0.391,3D,,,,,,,,,,,,,
JVASP-23385,194,P6_3/mmc,NdZnSn,0.691,0.038,-0.801,0,-0.867,3D,,,,,,,,,,,,,
JVASP-57662,140,I4/mcm,Tl5Te3,1.095,0,-0.8,0,-0.823,3D,,,,,,,,,,,,,
JVASP-20157,43,Fdd2,Zr2Al3,0.037,0,-0.799,0,-0.806,3D,,,,,,,,,,,,,
JVASP-16664,194,P6_3/mmc,BaZnGe,0.031,0.006,-0.799,0,-0.8,3D,,,,,,,,,,,,,
JVASP-17602,224,Pn-3m,PtO2,1.235,0.001,-0.798,0,-0.96,2D,,,,,,,,,,,,,
JVASP-36839,53,Pm,CuPtO2,0.349,0.026,-0.798,0,-0.861,3D,,,,,,,,,,,,,
JVASP-38889,225,Fm-3m,ZrZnRh2,0.068,0.004,-0.798,0,-0.866,3D,,,,,,,,,,,,,
JVASP-18816,194,P6_3/mmc,BaZnSi,0.019,0.003,-0.796,0,-0.794,3D,,,,,,,,,,,,,
JVASP-18361,225,Fm-3m,NdBi,1.334,0.063,-0.794,0,-1.181,3D,,,,,,,,,,,,,
JVASP-19678,227,Fd-3m,SrPt2,1.906,0,-0.793,0,-0.814,3D,,,,,,,,,,,,,
JVASP-23740,198,P2_13,BaGePt,1.816,0,-0.793,0,-0.701,3D,,,,,,,,,,,,,
JVASP-21816,11,P2_1/m,NbPt3,1.687,0.002,-0.793,0.012,-0.807,3D,,,,,,,,,,,,,
JVASP-14737,227,Fd-3m,ErPt2,0.445,0,-0.793,0,-0.896,3D,,,,,,,,,,,,,
JVASP-16901,62,Pnma,SrSi,0.009,0.063,-0.793,0.069,-0.772,3D,,,,,,,,,,,,,
JVASP-18818,186,P6_3mc,CaZnSn,0.697,0.053,-0.791,0,-0.863,3D,,,,,,,,,,,,,
JVASP-16850,186,P6_3mc,SmCuSn,0.058,0.021,-0.791,0.002,-0.81,3D,,,,,,,,,,,,,
JVASP-14914,123,P4/mmm,Si2Ru,0.023,0.008,-0.791,0,-0.831,3D,,,,,,,,,,,,,
JVASP-19592,182,P6_322,Zr3O,1.05,0.001,-0.79,0,-0.818,3D,,,,,,,,,,,,,
JVASP-54794,186,P6_3mc,SmAgPb,0.87,0.002,-0.79,0,-0.83,3D,,,,,,,,,,,,,
JVASP-41048,225,Fm-3m,HoSbRh2,0.198,0.001,-0.789,0,-0.821,3D,,,,,,,,,,,,,
JVASP-17590,166,R-3m,InP3,0.011,0.056,-0.789,0,-0.837,0D,,,,,,,,,,,,,
JVASP-18703,225,Fm-3m,LiMg2Ga,0.659,0.775,-0.788,0.81,-0.789,3D,,,,,,,,,,,,,
JVASP-42138,225,Fm-3m,PmInNi2,1.663,0,-0.787,0,-0.871,3D,,,,,,,,,,,,,
JVASP-19639,194,P6_3/mmc,Lu2In,0.557,0.011,-0.787,0,-0.834,3D,,,,,,,,,,,,,
JVASP-40976,225,Fm-3m,Pm2SiAg,0.036,0,-0.787,0,-0.164,3D,,,,,,,,,,,,,
JVASP-41976,225,Fm-3m,ScTaOs2,0.471,0.024,-0.786,0,-0.981,3D,,,,,,,,,,,,,
JVASP-34776,225,Fm-3m,BaBiO3,0.076,0.011,-0.786,0.007,-0.757,3D,,,,,,,,,,,,,
JVASP-35667,221,Pm-3m,Ni3SnN,0.516,0.007,-0.785,0.02,-0.413,3D,,,,,,,,,,,,,
JVASP-9441,198,P2_13,NiAsS,0.057,0.005,-0.785,0,-0.782,3D,,,,,,,,,,,,,
JVASP-16030,164,P-3m1,TbLi(CuP)2,0.02,0.092,-0.785,0.099,-0.78,3D,,,,,,,,,,,,,
JVASP-17742,189,P-62m,HoMgIn,0.287,0.039,-0.784,0.025,-0.761,3D,,,,,,,,,,,,,
JVASP-23796,62,Pnma,LuSiIr,0.698,0.021,-0.783,0.003,-0.871,3D,,,,,,,,,,,,,
JVASP-41793,225,Fm-3m,LiTaRh2,0.101,0,-0.783,0,-0.902,3D,,,,,,,,,,,,,
JVASP-54558,123,P4/mmm,Sr2TlCuO5,0.04,0.008,-0.782,0,-0.767,3D,,,,,,,,,,,,,
JVASP-26251,193,P6_3/mcm,Zr5SiSb3,0.291,0,-0.781,0,-0.825,3D,,,,,,,,,,,,,
JVASP-19593,227,Fd-3m,YNi2,0.534,0.001,-0.778,0,-0.796,3D,,,,,,,,,,,,,
JVASP-37942,123,P4/mmm,Ba2Pd2O5,0.482,0.051,-0.778,0.003,-0.727,3D,,,,,,,,,,,,,
JVASP-37292,225,Fm-3m,Sm2TlZn,0.229,0,-0.778,0,-0.346,3D,,,,,,,,,,,,,
JVASP-11435,216,F-43m,GaSi(MoS2)4,0.026,0,-0.778,0.455,0.268,3D,,,,,,,,,,,,,
JVASP-37139,186,P6_3mc,NbN,0.036,0.008,-0.777,0.004,-0.778,3D,,,,,,,,,,,,,
JVASP-17316,194,P6_3/mmc,Li2CuAs,2.008,0.359,-0.776,0.399,-0.767,3D,,,,,,,,,,,,,
JVASP-40770,216,F-43m,YCdGa,0.644,0.04,-0.775,0,-0.806,3D,,,,,,,,,,,,,
